DATE,TOTLL
1994-02-23,2108.9293
1994-03-02,2119.8883
1994-03-09,2121.1616
1994-03-16,2128.49
1994-03-23,2130.3536
1994-03-30,2134.6187
1994-04-06,2138.7174
1994-04-13,2136.215
1994-04-20,2142.2855
1994-04-27,2141.8964
1994-05-04,2142.8476
1994-05-11,2147.7704
1994-05-18,2147.6456
1994-05-25,2151.682
1994-06-01,2155.5812
1994-06-08,2154.6102
1994-06-15,2160.8059
1994-06-22,2160.9292
1994-06-29,2165.4127
1994-07-06,2173.1206
1994-07-13,2179.947
1994-07-20,2188.6014
1994-07-27,2192.0759
1994-08-03,2192.837
1994-08-10,2196.6098
1994-08-17,2203.5029
1994-08-24,2206.6129
1994-08-31,2214.4961
1994-09-07,2210.5926
1994-09-14,2213.983
1994-09-21,2223.2461
1994-09-28,2225.0187
1994-10-05,2233.7383
1994-10-12,2237.3512
1994-10-19,2241.9663
1994-10-26,2244.5317
1994-11-02,2251.2474
1994-11-09,2252.8664
1994-11-16,2261.7098
1994-11-23,2261.4085
1994-11-30,2267.8115
1994-12-07,2272.8742
1994-12-14,2275.4189
1994-12-21,2290.0139
1994-12-28,2290.2564
1995-01-04,2296.9944
1995-01-11,2300.5794
1995-01-18,2307.7336
1995-01-25,2313.7369
1995-02-01,2327.3441
1995-02-08,2322.705
1995-02-15,2328.7136
1995-02-22,2333.4119
1995-03-01,2342.7859
1995-03-08,2342.0933
1995-03-15,2349.9476
1995-03-22,2353.9867
1995-03-29,2357.1918
1995-04-05,2358.1279
1995-04-12,2362.5608
1995-04-19,2370.6501
1995-04-26,2376.9975
1995-05-03,2381.1485
1995-05-10,2388.5727
1995-05-17,2389.0857
1995-05-24,2397.8282
1995-05-31,2405.1185
1995-06-07,2407.5044
1995-06-14,2407.806
1995-06-21,2416.5166
1995-06-28,2418.3079
1995-07-05,2431.8951
1995-07-12,2436.0853
1995-07-19,2439.4821
1995-07-26,2445.5006
1995-08-02,2451.0647
1995-08-09,2453.2858
1995-08-16,2453.5346
1995-08-23,2458.542
1995-08-30,2458.1104
1995-09-06,2465.7526
1995-09-13,2464.7437
1995-09-20,2476.982
1995-09-27,2478.4606
1995-10-04,2469.4716
1995-10-11,2471.4225
1995-10-18,2470.9854
1995-10-25,2479.6399
1995-11-01,2488.9979
1995-11-08,2488.6525
1995-11-15,2490.4948
1995-11-22,2497.1379
1995-11-29,2492.6597
1995-12-06,2498.7261
1995-12-13,2499.2229
1995-12-20,2510.2396
1995-12-27,2513.3331
1996-01-03,2522.7555
1996-01-10,2527.3912
1996-01-17,2526.1004
1996-01-24,2525.2493
1996-01-31,2529.5249
1996-02-07,2524.0368
1996-02-14,2531.0591
1996-02-21,2539.7533
1996-02-28,2538.9237
1996-03-06,2534.2491
1996-03-13,2540.4757
1996-03-20,2547.9017
1996-03-27,2552.4689
1996-04-03,2555.5361
1996-04-10,2562.9189
1996-04-17,2562.2299
1996-04-24,2566.1214
1996-05-01,2569.7869
1996-05-08,2563.0484
1996-05-15,2566.6691
1996-05-22,2573.3425
1996-05-29,2567.4007
1996-06-05,2573.6276
1996-06-12,2580.0142
1996-06-19,2584.7729
1996-06-26,2588.5629
1996-07-03,2589.3505
1996-07-10,2591.3933
1996-07-17,2585.0858
1996-07-24,2589.5515
1996-07-31,2586.6333
1996-08-07,2595.0799
1996-08-14,2595.6879
1996-08-21,2605.971
1996-08-28,2606.564
1996-09-04,2612.6379
1996-09-11,2618.0434
1996-09-18,2616.7945
1996-09-25,2633.4606
1996-10-02,2647.5791
1996-10-09,2651.814
1996-10-16,2654.9906
1996-10-23,2658.9259
1996-10-30,2653.24
1996-11-06,2660.7023
1996-11-13,2665.8599
1996-11-20,2669.5873
1996-11-27,2683.9528
1996-12-04,2682.701
1996-12-11,2688.664
1996-12-18,2692.4263
1996-12-25,2699.1245
1997-01-01,2705.2641
1997-01-08,2708.6915
1997-01-15,2709.331
1997-01-22,2715.2183
1997-01-29,2713.271
1997-02-05,2719.5962
1997-02-12,2720.3974
1997-02-19,2729.6939
1997-02-26,2730.4944
1997-03-05,2736.222
1997-03-12,2742.4677
1997-03-19,2742.4154
1997-03-26,2754.5898
1997-04-02,2751.4712
1997-04-09,2758.5438
1997-04-16,2766.2847
1997-04-23,2773.2057
1997-04-30,2791.3834
1997-05-07,2786.4445
1997-05-14,2792.2038
1997-05-21,2803.3848
1997-05-28,2805.8705
1997-06-04,2812.9086
1997-06-11,2814.159
1997-06-18,2816.0122
1997-06-25,2822.0495
1997-07-02,2831.2884
1997-07-09,2826.4628
1997-07-16,2834.9144
1997-07-23,2837.9706
1997-07-30,2841.6855
1997-08-06,2842.0374
1997-08-13,2843.2102
1997-08-20,2859.1679
1997-08-27,2852.9382
1997-09-03,2863.0284
1997-09-10,2864.1306
1997-09-17,2869.5025
1997-09-24,2861.7745
1997-10-01,2866.9845
1997-10-08,2869.483
1997-10-15,2872.397
1997-10-22,2872.8104
1997-10-29,2875.22
1997-11-05,2878.8347
1997-11-12,2884.9324
1997-11-19,2885.9314
1997-11-26,2893.2379
1997-12-03,2889.7594
1997-12-10,2890.7511
1997-12-17,2897.1537
1997-12-24,2908.4359
1997-12-31,2907.6035
1998-01-07,2912.5643
1998-01-14,2911.2147
1998-01-21,2922.672
1998-01-28,2923.2397
1998-02-04,2923.9657
1998-02-11,2933.7156
1998-02-18,2939.181
1998-02-25,2948.831
1998-03-04,2956.605
1998-03-11,2961.4059
1998-03-18,2958.8806
1998-03-25,2966.5606
1998-04-01,2976.79
1998-04-08,2985.3102
1998-04-15,2986.9599
1998-04-22,2980.236
1998-04-29,2984.2986
1998-05-06,2992.9077
1998-05-13,2988.6947
1998-05-20,2987.5231
1998-05-27,2997.8638
1998-06-03,3004.4495
1998-06-10,3009.1011
1998-06-17,3015.1237
1998-06-24,3017.4953
1998-07-01,3022.0006
1998-07-08,3015.4549
1998-07-15,3022.4889
1998-07-22,3020.853
1998-07-29,3033.1716
1998-08-05,3035.7711
1998-08-12,3044.7237
1998-08-19,3042.7272
1998-08-26,3057.033
1998-09-02,3067.8284
1998-09-09,3060.6648
1998-09-16,3070.0653
1998-09-23,3078.6988
1998-09-30,3074.204
1998-10-07,3083.9026
1998-10-14,3093.1092
1998-10-21,3103.4035
1998-10-28,3117.3111
1998-11-04,3128.3667
1998-11-11,3136.1679
1998-11-18,3134.9909
1998-11-25,3139.585
1998-12-02,3141.8878
1998-12-09,3149.0528
1998-12-16,3143.6006
1998-12-23,3133.1954
1998-12-30,3143.3507
1999-01-06,3152.1165
1999-01-13,3153.5006
1999-01-20,3151.7556
1999-01-27,3140.7929
1999-02-03,3146.9069
1999-02-10,3149.3576
1999-02-17,3145.4731
1999-02-24,3141.1201
1999-03-03,3151.9669
1999-03-10,3154.9881
1999-03-17,3161.1168
1999-03-24,3163.3549
1999-03-31,3169.8303
1999-04-07,3173.0809
1999-04-14,3175.1638
1999-04-21,3182.5151
1999-04-28,3172.5947
1999-05-05,3175.8227
1999-05-12,3183.1149
1999-05-19,3180.4183
1999-05-26,3181.7734
1999-06-02,3189.7168
1999-06-09,3194.9259
1999-06-16,3204.5546
1999-06-23,3212.2949
1999-06-30,3206.0558
1999-07-07,3207.5611
1999-07-14,3212.6106
1999-07-21,3216.7469
1999-07-28,3214.7816
1999-08-04,3212.9983
1999-08-11,3218.5947
1999-08-18,3228.9758
1999-08-25,3233.6238
1999-09-01,3249.3097
1999-09-08,3240.8505
1999-09-15,3244.5462
1999-09-22,3265.4453
1999-09-29,3270.442
1999-10-06,3266.989
1999-10-13,3265.8947
1999-10-20,3281.4016
1999-10-27,3290.86
1999-11-03,3299.6642
1999-11-10,3306.1451
1999-11-17,3320.7915
1999-11-24,3330.077
1999-12-01,3341.4623
1999-12-08,3340.3654
1999-12-15,3351.7498
1999-12-22,3372.0109
1999-12-29,3373.3198
2000-01-05,3370.4632
2000-01-12,3380.6306
2000-01-19,3396.0405
2000-01-26,3399.5952
2000-02-02,3408.1889
2000-02-09,3407.1434
2000-02-16,3418.9805
2000-02-23,3425.2535
2000-03-01,3440.9909
2000-03-08,3443.1281
2000-03-15,3465.4032
2000-03-22,3473.5569
2000-03-29,3459.8076
2000-04-05,3475.7218
2000-04-12,3485.5437
2000-04-19,3497.5718
2000-04-26,3510.139
2000-05-03,3522.1808
2000-05-10,3530.1995
2000-05-17,3537.9738
2000-05-24,3552.1212
2000-05-31,3554.0732
2000-06-07,3561.2728
2000-06-14,3565.4736
2000-06-21,3589.4369
2000-06-28,3581.5975
2000-07-05,3588.0972
2000-07-12,3590.6734
2000-07-19,3598.7592
2000-07-26,3606.5681
2000-08-02,3611.6802
2000-08-09,3616.7035
2000-08-16,3626.5492
2000-08-23,3634.1409
2000-08-30,3628.9499
2000-09-06,3637.4385
2000-09-13,3618.3811
2000-09-20,3658.5817
2000-09-27,3654.2758
2000-10-04,3644.7252
2000-10-11,3642.4186
2000-10-18,3649.5776
2000-10-25,3657.8749
2000-11-01,3665.4419
2000-11-08,3659.9587
2000-11-15,3670.1319
2000-11-22,3677.4437
2000-11-29,3677.1041
2000-12-06,3683.311
2000-12-13,3674.8751
2000-12-20,3695.7388
2000-12-27,3703.4415
2001-01-03,3698.5122
2001-01-10,3697.3062
2001-01-17,3706.5028
2001-01-24,3715.2226
2001-01-31,3720.5545
2001-02-07,3711.3227
2001-02-14,3713.8383
2001-02-21,3723.9842
2001-02-28,3739.4329
2001-03-07,3733.1531
2001-03-14,3725.099
2001-03-21,3736.4122
2001-03-28,3738.3829
2001-04-04,3735.4133
2001-04-11,3744.3194
2001-04-18,3748.722
2001-04-25,3754.051
2001-05-02,3759.5244
2001-05-09,3756.7281
2001-05-16,3760.5777
2001-05-23,3760.8468
2001-05-30,3764.3318
2001-06-06,3757.1186
2001-06-13,3745.7453
2001-06-20,3747.5672
2001-06-27,3755.9082
2001-07-04,3738.8463
2001-07-11,3738.3543
2001-07-18,3742.8185
2001-07-25,3740.3335
2001-08-01,3739.6176
2001-08-08,3720.064
2001-08-15,3726.5271
2001-08-22,3724.6674
2001-08-29,3725.1125
2001-09-05,3733.1304
2001-09-12,3863.7405
2001-09-19,3783.3496
2001-09-26,3764.949
2001-10-03,3756.761
2001-10-10,3740.7927
2001-10-17,3746.7891
2001-10-24,3739.0115
2001-10-31,3742.554
2001-11-07,3747.6273
2001-11-14,3750.9298
2001-11-21,3763.2007
2001-11-28,3759.9974
2001-12-05,3771.3724
2001-12-12,3779.1368
2001-12-19,3761.0847
2001-12-26,3754.8753
2002-01-02,3748.7167
2002-01-09,3750.4826
2002-01-16,3742.826
2002-01-23,3740.9731
2002-01-30,3738.5113
2002-02-06,3756.2718
2002-02-13,3753.5014
2002-02-20,3763.1853
2002-02-27,3754.0901
2002-03-06,3742.4333
2002-03-13,3742.1777
2002-03-20,3755.9014
2002-03-27,3761.7368
2002-04-03,3754.6817
2002-04-10,3756.1765
2002-04-17,3753.6567
2002-04-24,3758.9563
2002-05-01,3744.7545
2002-05-08,3742.5101
2002-05-15,3748.6114
2002-05-22,3750.8707
2002-05-29,3755.2679
2002-06-05,3756.2292
2002-06-12,3764.808
2002-06-19,3772.5305
2002-06-26,3779.0023
2002-07-03,3769.7709
2002-07-10,3771.5162
2002-07-17,3779.3912
2002-07-24,3790.3806
2002-07-31,3788.7943
2002-08-07,3795.7708
2002-08-14,3808.2305
2002-08-21,3816.8777
2002-08-28,3831.1485
2002-09-04,3841.618
2002-09-11,3833.7929
2002-09-18,3852.7856
2002-09-25,3859.0305
2002-10-02,3885.1535
2002-10-09,3895.7654
2002-10-16,3910.0317
2002-10-23,3912.2349
2002-10-30,3916.252
2002-11-06,3925.4406
2002-11-13,3938.5245
2002-11-20,3936.7241
2002-11-27,3956.844
2002-12-04,3959.5235
2002-12-11,3973.9139
2002-12-18,3971.0562
2002-12-25,3973.7226
2003-01-01,3962.5645
2003-01-08,3975.7116
2003-01-15,3973.5328
2003-01-22,3979.8108
2003-01-29,3983.3874
2003-02-05,3989.2194
2003-02-12,4000.6342
2003-02-19,4003.9472
2003-02-26,4004.1147
2003-03-05,4009.5655
2003-03-12,4020.9789
2003-03-19,4011.885
2003-03-26,4004.263
2003-04-02,4028.4765
2003-04-09,4042.076
2003-04-16,4047.803
2003-04-23,4046.2624
2003-04-30,4052.2805
2003-05-07,4074.9526
2003-05-14,4079.4542
2003-05-21,4073.7593
2003-05-28,4073.9653
2003-06-04,4078.6526
2003-06-11,4091.6668
2003-06-18,4089.7105
2003-06-25,4087.4886
2003-07-02,4121.7496
2003-07-09,4125.9296
2003-07-16,4127.4584
2003-07-23,4126.7306
2003-07-30,4139.7388
2003-08-06,4160.9453
2003-08-13,4161.425
2003-08-20,4164.7617
2003-08-27,4156.0326
2003-09-03,4175.8902
2003-09-10,4174.5409
2003-09-17,4168.2339
2003-09-24,4146.3354
2003-10-01,4141.6399
2003-10-08,4134.0847
2003-10-15,4133.3393
2003-10-22,4108.7513
2003-10-29,4099.2967
2003-11-05,4131.2428
2003-11-12,4134.3975
2003-11-19,4121.7171
2003-11-26,4126.2172
2003-12-03,4115.8914
2003-12-10,4122.9561
2003-12-17,4191.4837
2003-12-24,4189.5629
2003-12-31,4193.5691
2004-01-07,4193.639
2004-01-14,4193.1653
2004-01-21,4204.306
2004-01-28,4209.2509
2004-02-04,4210.3884
2004-02-11,4222.2157
2004-02-18,4243.7203
2004-02-25,4237.0044
2004-03-03,4241.2427
2004-03-10,4252.1446
2004-03-17,4262.1616
2004-03-24,4273.0365
2004-03-31,4289.2665
2004-04-07,4298.2819
2004-04-14,4322.818
2004-04-21,4327.9173
2004-04-28,4335.328
2004-05-05,4346.3886
2004-05-12,4364.2005
2004-05-19,4377.9358
2004-05-26,4380.5141
2004-06-02,4386.2746
2004-06-09,4397.3255
2004-06-16,4406.6502
2004-06-23,4409.3021
2004-06-30,4413.2221
2004-07-07,4422.3696
2004-07-14,4436.0629
2004-07-21,4438.4461
2004-07-28,4432.8262
2004-08-04,4437.1561
2004-08-11,4450.8898
2004-08-18,4459.2947
2004-08-25,4477.237
2004-09-01,4487.7009
2004-09-08,4484.0406
2004-09-15,4501.3152
2004-09-22,4520.1197
2004-09-29,4516.5203
2004-10-06,4517.2699
2004-10-13,4523.7291
2004-10-20,4544.1839
2004-10-27,4554.1589
2004-11-03,4561.0637
2004-11-10,4570.5888
2004-11-17,4580.7796
2004-11-24,4586.1814
2004-12-01,4599.3241
2004-12-08,4605.2643
2004-12-15,4622.0718
2004-12-22,4628.8961
2004-12-29,4655.521
2005-01-05,4665.529
2005-01-12,4678.2226
2005-01-19,4684.259
2005-01-26,4684.8453
2005-02-02,4689.8675
2005-02-09,4691.548
2005-02-16,4712.0633
2005-02-23,4737.7044
2005-03-02,4748.0842
2005-03-09,4757.3356
2005-03-16,4778.653
2005-03-23,4790.5115
2005-03-30,4794.9849
2005-04-06,4808.1339
2005-04-13,4813.7723
2005-04-20,4835.25
2005-04-27,4832.3518
2005-05-04,4822.0804
2005-05-11,4828.719
2005-05-18,4843.5139
2005-05-25,4866.8582
2005-06-01,4871.2021
2005-06-08,4879.463
2005-06-15,4896.7922
2005-06-22,4912.3347
2005-06-29,4911.7352
2005-07-06,4936.1133
2005-07-13,4952.6021
2005-07-20,4983.7219
2005-07-27,4999.5767
2005-08-03,5012.7934
2005-08-10,5024.2293
2005-08-17,5039.1542
2005-08-24,5053.3731
2005-08-31,5052.6212
2005-09-07,5059.1815
2005-09-14,5066.0635
2005-09-21,5088.1935
2005-09-28,5093.2228
2005-10-05,5097.7425
2005-10-12,5097.2327
2005-10-19,5114.1992
2005-10-26,5128.1141
2005-11-02,5134.2378
2005-11-09,5141.909
2005-11-16,5159.3052
2005-11-23,5180.0511
2005-11-30,5163.2775
2005-12-07,5194.778
2005-12-14,5210.0094
2005-12-21,5216.2304
2005-12-28,5238.1023
2006-01-04,5231.4129
2006-01-11,5236.0892
2006-01-18,5246.9985
2006-01-25,5262.06
2006-02-01,5270.6411
2006-02-08,5268.3861
2006-02-15,5283.231
2006-02-22,5295.861
2006-03-01,5314.0557
2006-03-08,5305.0391
2006-03-15,5332.6274
2006-03-22,5344.5926
2006-03-29,5365.3451
2006-04-05,5371.9783
2006-04-12,5368.2667
2006-04-19,5402.2413
2006-04-26,5418.8217
2006-05-03,5425.4095
2006-05-10,5436.2392
2006-05-17,5455.1156
2006-05-24,5477.1862
2006-05-31,5478.9917
2006-06-07,5489.5175
2006-06-14,5496.8047
2006-06-21,5502.0886
2006-06-28,5510.6938
2006-07-05,5515.8791
2006-07-12,5516.3559
2006-07-19,5541.3619
2006-07-26,5551.6055
2006-08-02,5565.574
2006-08-09,5554.0539
2006-08-16,5584.1523
2006-08-23,5598.6496
2006-08-30,5589.9683
2006-09-06,5593.3322
2006-09-13,5570.6844
2006-09-20,5606.8119
2006-09-27,5612.4327
2006-10-04,5709.0926
2006-10-11,5725.5894
2006-10-18,5732.9725
2006-10-25,5749.0495
2006-11-01,5755.4283
2006-11-08,5748.0922
2006-11-15,5764.8476
2006-11-22,5791.5751
2006-11-29,5809.9466
2006-12-06,5818.3041
2006-12-13,5810.55
2006-12-20,5879.412
2006-12-27,5882.8699
2007-01-03,5860.5388
2007-01-10,5866.9275
2007-01-17,5881.165
2007-01-24,5897.6442
2007-01-31,5899.616
2007-02-07,5901.7588
2007-02-14,5925.333
2007-02-21,5940.0755
2007-02-28,5933.0329
2007-03-07,5917.2207
2007-03-14,5837.7323
2007-03-21,5863.101
2007-03-28,5872.0954
2007-04-04,5896.5162
2007-04-11,5913.737
2007-04-18,5923.2202
2007-04-25,5941.1972
2007-05-02,5951.3593
2007-05-09,5955.5662
2007-05-16,5966.9874
2007-05-23,5972.118
2007-05-30,5990.4433
2007-06-06,5995.4077
2007-06-13,6000.1408
2007-06-20,6040.3224
2007-06-27,6043.6253
2007-07-04,6064.6156
2007-07-11,6070.4886
2007-07-18,6072.3391
2007-07-25,6095.6273
2007-08-01,6104.1752
2007-08-08,6122.7739
2007-08-15,6147.7469
2007-08-22,6192.559
2007-08-29,6212.1491
2007-09-05,6224.9762
2007-09-12,6246.6574
2007-09-19,6270.7007
2007-09-26,6293.9931
2007-10-03,6270.7889
2007-10-10,6290.1167
2007-10-17,6360.7516
2007-10-24,6385.5141
2007-10-31,6385.0095
2007-11-07,6393.5857
2007-11-14,6398.2682
2007-11-21,6424.0777
2007-11-28,6430.7595
2007-12-05,6441.6608
2007-12-12,6443.1005
2007-12-19,6471.2984
2007-12-26,6491.3673
2008-01-02,6514.7496
2008-01-09,6510.7412
2008-01-16,6505.4416
2008-01-23,6540.5956
2008-01-30,6543.4179
2008-02-06,6534.9019
2008-02-13,6543.4
2008-02-20,6576.1829
2008-02-27,6587.0839
2008-03-05,6585.2936
2008-03-12,6593.0626
2008-03-19,6629.1652
2008-03-26,6625.2019
2008-04-02,6613.5879
2008-04-09,6617.9319
2008-04-16,6640.2666
2008-04-23,6637.4539
2008-04-30,6644.3207
2008-05-07,6629.7365
2008-05-14,6628.6466
2008-05-21,6629.9541
2008-05-28,6612.5788
2008-06-04,6601.3735
2008-06-11,6614.761
2008-06-18,6609.6306
2008-06-25,6604.9888
2008-07-02,6612.0418
2008-07-09,6612.7887
2008-07-16,6633.8655
2008-07-23,6629.8619
2008-07-30,6623.9515
2008-08-06,6624.9095
2008-08-13,6624.9603
2008-08-20,6638.6069
2008-08-27,6644.2729
2008-09-03,6640.7612
2008-09-10,6635.4851
2008-09-17,6706.8916
2008-09-24,6736.0615
2008-10-01,6953.1153
2008-10-08,6956.8549
2008-10-15,7019.41
2008-10-22,7006.8813
2008-10-29,7008.6765
2008-11-05,6973.056
2008-11-12,6968.1696
2008-11-19,6939.6075
2008-11-26,6968.15
2008-12-03,6952.1507
2008-12-10,6961.9876
2008-12-17,6956.2373
2008-12-24,6936.6545
2008-12-31,6890.8075
2009-01-07,6879.3245
2009-01-14,6895.6635
2009-01-21,6912.4522
2009-01-28,6908.0588
2009-02-04,6914.0037
2009-02-11,6914.6154
2009-02-18,6917.996
2009-02-25,6904.9668
2009-03-04,6891.4402
2009-03-11,6908.1433
2009-03-18,6844.1764
2009-03-25,6835.3596
2009-04-01,6828.6476
2009-04-08,6822.0568
2009-04-15,6816.8381
2009-04-22,6789.6942
2009-04-29,6884.3031
2009-05-06,6873.8626
2009-05-13,6836.0417
2009-05-20,6836.0883
2009-05-27,6849.5498
2009-06-03,6835.7026
2009-06-10,6816.539
2009-06-17,6770.4526
2009-06-24,6765.9344
2009-07-01,6748.2942
2009-07-08,6727.4285
2009-07-15,6713.7836
2009-07-22,6695.3454
2009-07-29,6691.3125
2009-08-05,6673.8294
2009-08-12,6663.055
2009-08-19,6625.4584
2009-08-26,6613.3218
2009-09-02,6589.474
2009-09-09,6589.9293
2009-09-16,6563.1282
2009-09-23,6527.3043
2009-09-30,6514.058
2009-10-07,6504.1938
2009-10-14,6479.1971
2009-10-21,6459.8982
2009-10-28,6453.5841
2009-11-04,6533.5735
2009-11-11,6536.8505
2009-11-18,6517.9128
2009-11-25,6510.8945
2009-12-02,6499.1265
2009-12-09,6491.4077
2009-12-16,6468.8448
2009-12-23,6430.2428
2009-12-30,6431.3019
2010-01-06,6415.9706
2010-01-13,6399.4862
2010-01-20,6398.2104
2010-01-27,6364.9767
2010-02-03,6346.7226
2010-02-10,6348.521
2010-02-17,6317.6103
2010-02-24,6305.0023
2010-03-03,6294.6073
2010-03-10,6290.5083
2010-03-17,6287.0062
2010-03-24,6276.2401
2010-03-31,6718.586
2010-04-07,6713.6103
2010-04-14,6714.5737
2010-04-21,6703.122
2010-04-28,6696.1693
2010-05-05,6671.5303
2010-05-12,6684.6634
2010-05-19,6666.8314
2010-05-26,6651.4377
2010-06-02,6643.0051
2010-06-09,6643.8164
2010-06-16,6641.4226
2010-06-23,6634.0353
2010-06-30,6628.2152
2010-07-07,6623.9973
2010-07-14,6617.6378
2010-07-21,6612.4113
2010-07-28,6599.0386
2010-08-04,6609.577
2010-08-11,6615.0656
2010-08-18,6602.1848
2010-08-25,6599.7396
2010-09-01,6602.1893
2010-09-08,6603.8284
2010-09-15,6576.0701
2010-09-22,6557.1818
2010-09-29,6566.6542
2010-10-06,6576.0638
2010-10-13,6557.8712
2010-10-20,6562.5739
2010-10-27,6562.8513
2010-11-03,6566.3429
2010-11-10,6551.8065
2010-11-17,6562.3901
2010-11-24,6562.0457
2010-12-01,6564.405
2010-12-08,6573.6251
2010-12-15,6565.3444
2010-12-22,6548.3501
2010-12-29,6544.6321
2011-01-05,6522.8631
2011-01-12,6547.2911
2011-01-19,6527.7906
2011-01-26,6508.9973
2011-02-02,6514.1591
2011-02-09,6507.8653
2011-02-16,6491.6895
2011-02-23,6492.5371
2011-03-02,6490.7888
2011-03-09,6488.1225
2011-03-16,6478.3644
2011-03-23,6477.2421
2011-03-30,6478.3323
2011-04-06,6489.4311
2011-04-13,6475.6004
2011-04-20,6493.289
2011-04-27,6487.7541
2011-05-04,6488.1119
2011-05-11,6496.0375
2011-05-18,6475.6026
2011-05-25,6485.8071
2011-06-01,6499.8695
2011-06-08,6487.6511
2011-06-15,6497.8882
2011-06-22,6501.3203
2011-06-29,6496.7733
2011-07-06,6503.4234
2011-07-13,6514.7896
2011-07-20,6514.4434
2011-07-27,6524.6684
2011-08-03,6521.2537
2011-08-10,6535.9031
2011-08-17,6537.0301
2011-08-24,6538.5853
2011-08-31,6542.3352
2011-09-07,6547.905
2011-09-14,6535.4463
2011-09-21,6538.6782
2011-09-28,6550.6287
2011-10-05,6565.0495
2011-10-12,6570.8773
2011-10-19,6573.9568
2011-10-26,6579.7946
2011-11-02,6594.8951
2011-11-09,6607.8564
2011-11-16,6615.3674
2011-11-23,6595.0338
2011-11-30,6604.2267
2011-12-07,6615.0324
2011-12-14,6609.7596
2011-12-21,6603.8989
2011-12-28,6618.9525
2012-01-04,6639.7815
2012-01-11,6646.4166
2012-01-18,6635.5845
2012-01-25,6632.5829
2012-02-01,6709.8661
2012-02-08,6704.8643
2012-02-15,6702.9141
2012-02-22,6697.3141
2012-02-29,6719.2812
2012-03-07,6721.088
2012-03-14,6718.8008
2012-03-21,6708.5211
2012-03-28,6718.8125
2012-04-04,6722.7541
2012-04-11,6741.0134
2012-04-18,6744.1374
2012-04-25,6737.0229
2012-05-02,6755.0256
2012-05-09,6763.6363
2012-05-16,6766.5347
2012-05-23,6760.8371
2012-05-30,6768.6987
2012-06-06,6790.4837
2012-06-13,6775.7067
2012-06-20,6778.4082
2012-06-27,6777.4348
2012-07-04,6781.8383
2012-07-11,6791.3008
2012-07-18,6787.2106
2012-07-25,6795.3552
2012-08-01,6807.4368
2012-08-08,6819.502
2012-08-15,6812.2431
2012-08-22,6806.9166
2012-08-29,6821.1918
2012-09-05,6825.3326
2012-09-12,6840.7235
2012-09-19,6830.5814
2012-09-26,6822.6119
2012-10-03,6834.3942
2012-10-10,6846.022
2012-10-17,6832.3945
2012-10-24,6826.9489
2012-10-31,6855.0791
2012-11-07,6886.6956
2012-11-14,6878.7985
2012-11-21,6866.9119
2012-11-28,6864.9557
2012-12-05,6863.0958
2012-12-12,6865.3561
2012-12-19,6895.7657
2012-12-26,6906.1619
2013-01-02,6935.8414
2013-01-09,6926.2422
2013-01-16,6913.4793
2013-01-23,6914.4857
2013-01-30,6938.2094
2013-02-06,6947.9153
2013-02-13,6943.8827
2013-02-20,6935.0337
2013-02-27,6946.3391
2013-03-06,6948.7792
2013-03-13,6944.9637
2013-03-20,6938.3381
2013-03-27,6949.4812
2013-04-03,6962.6408
2013-04-10,6978.5671
2013-04-17,6967.9963
2013-04-24,6967.2065
2013-05-01,6985.4298
2013-05-08,6972.6369
2013-05-15,6984.5037
2013-05-22,6980.3175
2013-05-29,6981.8333
2013-06-05,6994.9335
2013-06-12,7007.5594
2013-06-19,7004.7968
2013-06-26,6996.1002
2013-07-03,7006.2051
2013-07-10,7008.3971
2013-07-17,7023.2237
2013-07-24,7019.2831
2013-07-31,7023.8055
2013-08-07,7019.7551
2013-08-14,7011.9643
2013-08-21,7019.1185
2013-08-28,7017.3159
2013-09-04,7031.8587
2013-09-11,7036.7668
2013-09-18,7039.0822
2013-09-25,7034.757
2013-10-02,7058.1842
2013-10-09,7050.2885
2013-10-16,7070.5978
2013-10-23,7064.8398
2013-10-30,7073.5982
2013-11-06,7075.8929
2013-11-13,7082.778
2013-11-20,7079.1441
2013-11-27,7095.4502
2013-12-04,7089.5569
2013-12-11,7100.0132
2013-12-18,7101.5823
2013-12-25,7116.4683
2014-01-01,7116.5615
2014-01-08,7116.1971
2014-01-15,7116.7079
2014-01-22,7137.6373
2014-01-29,7142.2941
2014-02-05,7159.7812
2014-02-12,7181.8204
2014-02-19,7202.0035
2014-02-26,7203.4976
2014-03-05,7226.1731
2014-03-12,7230.516
2014-03-19,7245.8516
2014-03-26,7247.035
2014-04-02,7254.7261
2014-04-09,7259.6016
2014-04-16,7275.5893
2014-04-23,7280.2059
2014-04-30,7293.5772
2014-05-07,7296.6631
2014-05-14,7306.8598
2014-05-21,7319.8616
2014-05-28,7330.2756
2014-06-04,7335.4275
2014-06-11,7354.2356
2014-06-18,7360.6183
2014-06-25,7366.0842
2014-07-02,7392.6242
2014-07-09,7389.481
2014-07-16,7399.0843
2014-07-23,7406.7758
2014-07-30,7418.4535
2014-08-06,7432.7375
2014-08-13,7439.445
2014-08-20,7467.7723
2014-08-27,7461.7959
2014-09-03,7473.1418
2014-09-10,7474.0085
2014-09-17,7486.3369
2014-09-24,7488.6381
2014-10-01,7490.6837
2014-10-08,7484.969
2014-10-15,7498.0443
2014-10-22,7521.7115
2014-10-29,7515.1306
2014-11-05,7521.3847
2014-11-12,7546.2412
2014-11-19,7552.2123
2014-11-26,7577.7449
