fhfb_id,district,member_name,city,state,zip,mem_type,char_type,cert,fed_id,ots_id,ncua_id,appr_date
"00007","Atlanta","Piedmont FS and LA","Winston Salem","NC","27101","Savings and Loan","Federal","27619","","00007","",""
"00016","Dallas","State-Investors Bank","Metairie","LA","70005","Savings and Loan","Federal","27626","","00016","",""
"00041","Cincinnati","First Federal Bank of Ohio","Galion","OH","44833","Savings and Loan","Federal","27643","","00041","",""
"00057","Dallas","Home Federal Bank","Shreveport","LA","71101","Savings and Loan","Federal","27654","","00057","",""
"00073","Chicago","Sterling Federal Bank, F.S.B.","Sterling","IL","61081","Savings and Loan","Federal","27664","","00073","",""
"00100","Dallas","First Federal Community Bank, SSB","Paris","TX","75460","Savings Bank","State","27678","0898579","","",""
"00108","Chicago","North Shore Trust and Savings","Waukegan","IL","60085","Savings Bank","Federal","27683","","00108","",""
"00110","Chicago","Flora Savings Bank","Flora","IL","62839","Savings Bank","State","27685","0776275","","",""
"00111","Pittsburgh","Slovenian S and LA of Canonsburg","Strabane","PA","15363","Savings and Loan","State","27686","","00111","",""
"00133","Dallas","Fifth District Savings Bank","New Orleans","LA","70114","Savings Bank","Federal","27697","","00133","",""
"00143","Atlanta","Wake Forest FS and LA","Wake Forest","NC","27587","Savings and Loan","Federal","27704","","00143","",""
"00148","Pittsburgh","ESB Bank","Ellwood City","PA","16117","Savings Bank","State","27708","0224178","","",""
"00153","Pittsburgh","Altoona First Savings Bank","Altoona","PA","16603","Savings Bank","State","27711","0777870","","",""
"00165","Dallas","Mutual Savings and Loan Association","Metairie","LA","70006","Savings and Loan","State","27716","","00165","",""
"00175","Chicago","Security Bank, s.b.","Springfield","IL","62701","Savings Bank","State","27723","0218878","","",""
"00179","Topeka","Lyons Federal Bank","Lyons","KS","67554","Savings and Loan","Federal","27727","","00179","",""
"00207","Indianapolis","MUTUAL SAVINGS BANK","Franklin","IN","46131","Savings Bank","State","27742","0841472","","",""
"00210","Indianapolis","MutualBank","Muncie","IN","47305","Commercial Bank","State","27744","0810777","","",""
"00221","Dallas","Union S and LA","New Orleans","LA","70130","Savings and Loan","State","27752","","00221","",""
"00230","Pittsburgh","Standard Bank, PASB","Murrysville","PA","15668","Savings Bank","State","27757","0811279","","",""
"00234","Pittsburgh","West View Savings Bank, PASA","Pittsburgh","PA","15237","Savings Bank","State","27760","0842376","","",""
"00239","Pittsburgh","Indiana First Savings Bank","Indiana","PA","15701","Savings Bank","State","27763","0904171","","",""
"00244","Chicago","Union Federal Savings and Loan Association","Kewanee","IL","61443","Savings and Loan","Federal","27767","","00244","",""
"00257","Des Moines","Gate City Bank","Fargo","ND","58102","Savings Bank","Federal","27774","","00257","",""
"00299","Pittsburgh","William Penn Bank","Levittown","PA","19057","Savings Bank","State","27799","0664176","","",""
"00311","Cincinnati","Fairfield FS and LA","Lancaster","OH","43130","Savings and Loan","Federal","27806","","00311","",""
"00349","Boston","Salem Co-op Bk","Salem","NH","03079","Savings and Loan","State","27824","","00349","",""
"00358","Chicago","A J Smith Federal Savings Bank","Midlothian","IL","60445","Savings Bank","Federal","27831","","00358","",""
"00375","Cincinnati","Citizens FS and LA","Covington","KY","41011","Savings and Loan","Federal","27841","","00375","",""
"00384","Cincinnati","The Pioneer Savings Bank","Cleveland","OH","44102","Savings Bank","State","27847","0643274","","",""
"00391","Topeka","First Fsandla of Independence","Independence","KS","67301","Savings and Loan","Federal","27852","","00391","",""
"00412","Chicago","First Federal Savings and Loan Association of Mattoon","Mattoon","IL","61938","Savings and Loan","Federal","27858","","00412","",""
"00416","Pittsburgh","Malvern Federal Savings Bank","Paoli","PA","19301","Savings Bank","Federal","27861","","00416","",""
"00450","Dallas","Pioneer Bank","Roswell","NM","88201","Savings Bank","Federal","27872","","00450","",""
"00458","Cincinnati","Kentucky FS and LA","Covington","KY","41012","Savings and Loan","Federal","27877","","00458","",""
"00470","Pittsburgh","HUNTINGTON FS and LA","Huntington","WV","25701","Savings Bank","Federal","27884","","00470","",""
"00489","Atlanta","OBA Bank","Germantown","MD","20876","Savings Bank","Federal","27889","","00489","",""
"00495","Pittsburgh","Progressive-Home FS and LA","Pittsburgh","PA","15210","Savings and Loan","Federal","27894","","00495","",""
"00507","Atlanta","Black Mountain Savings Bank, S.S.B.","Black Mountain","NC","28711","Savings Bank","State","27897","0444677","","",""
"00508","Des Moines","Home Savings and Loan Association of Norborne, F.A.","Norborne","MO","64668","Savings and Loan","Federal","27898","","00508","",""
"00528","Chicago","Home Federal Savings and Loan Association of Collinsville","Collinsville","IL","62234","Savings and Loan","Federal","27909","","00528","",""
"00529","Chicago","Central Federal Savings and Loan Association of Chicago","Chicago","IL","60657","Savings and Loan","Federal","27910","","00529","",""
"00544","Boston","Foxboro Federal Savings","Foxborough","MA","02035","Savings and Loan","Federal","27918","","00544","",""
"00566","Des Moines","RiverWood Bank","Bemidji","MN","56601","Savings Bank","Federal","27932","","00566","",""
"00587","Pittsburgh","Brentwood Bank","Pittsburgh","PA","15227","Savings Bank","State","27943","0534877","","",""
"00597","Cincinnati","Cheviot Savings Bank","Cincinnati","OH","45211","Savings and Loan","State","27946","","00597","",""
"00641","Cincinnati","Greenville Federal","Greenville","OH","45331","Savings Bank","Federal","27965","","00641","",""
"00644","Cincinnati","Mt. Washington Savings and Loan","Cincinnati","OH","45230","Savings and Loan","State","27968","","00644","",""
"00646","Cincinnati","Community Savings","Caldwell","OH","43724","Savings Bank","Federal","27969","","00646","",""
"00670","Topeka","Capitol Federal Savings Bank","Topeka","KS","66603","Savings Bank","Federal","27981","","00670","",""
"00685","Chicago","Ottawa Savings Bank","Ottawa","IL","61350","Savings Bank","Federal","27989","","17997","",""
"00691","Chicago","Prospect Federal Savings Bank","Worth","IL","60482","Savings Bank","Federal","27993","","00691","",""
"00709","Cincinnati","GUARDIAN SAVINGS BANK FSB","Cincinnati","OH","45239","Savings Bank","Federal","27998","","00709","",""
"00773","Atlanta","Belmont FS and LA","Belmont","NC","28012","Savings and Loan","Federal","28035","","00773","",""
"00805","Chicago","Park Federal Savings Bank","Chicago","IL","60632","Savings Bank","Federal","28053","","00805","",""
"00824","Cincinnati","Citizens FS and LA","Bellefontaine","OH","43311","Savings and Loan","Federal","28060","","00824","",""
"00827","Cincinnati","The Covington S and LA","Covington","OH","45318","Savings and Loan","State","28063","","00827","",""
"00837","Chicago","Royal Savings Bank","Chicago","IL","60617","Savings Bank","State","28068","0649874","","",""
"00866","Cincinnati","The Harrison B and La","Harrison","OH","45030","Savings and Loan","State","28080","","00866","",""
"00871","Cincinnati","Nelsonville Home and Savings","Nelsonville","OH","45764","Savings Bank","State","28085","0840578","","",""
"00880","Seattle","Washington Federal","Seattle","WA","98101","Savings and Loan","Federal","28088","","00880","",""
"00887","Des Moines","Home Federal Bank","Sioux Falls","SD","57104","Savings Bank","Federal","28092","","00887","",""
"00890","Dallas","Home Bank","Lafayette","LA","70508","Savings Bank","Federal","28094","","00890","",""
"00898","Dallas","Iberiabank","Lafayette","LA","70501","Commercial Bank","State","28100","0808176","","",""
"00904","Chicago","Collinsville Building and Loan Association","Collinsville","IL","62234","Savings and Loan","Federal","28103","","00904","",""
"00906","Chicago","First Robinson Savings Bank, National Association","Robinson","IL","62454","Commercial Bank","National","28105","0660271","","",""
"00919","Cincinnati","Home Savings and Loan Company","Youngstown","OH","44503","Savings Bank","State","28114","0932277","","",""
"00921","Seattle","Yakima FS and LA","Yakima","WA","98901","Savings and Loan","Federal","28116","","00921","",""
"00955","Pittsburgh","Cresson Community Bank","Cresson","PA","16630","Savings Bank","State","28134","0852870","","",""
"00962","Pittsburgh","Eureka Bank","Pittsburgh","PA","15213","Savings and Loan","Federal","28135","","00962","",""
"01001","Chicago","West Town Savings Bank","Cicero","IL","60650","Savings Bank","State","28151","0857576","","",""
"01007","Boston","PROFILE BANK, FSB","Rochester","NH","03867","Savings Bank","Federal","28155","","01007","",""
"01016","Cincinnati","The Cincinnatus Savings and Loan Co.","Cincinnati","OH","45211","Savings and Loan","State","28157","","01016","",""
"01039","Boston","EASTERN FEDERAL BANK","Norwich","CT","06360","Savings Bank","Federal","28167","","01039","",""
"01067","Pittsburgh","Northwest Savings Bank","Warren","PA","16365","Savings Bank","State","28178","1002878","","",""
"01068","Cincinnati","NORTH AKRON SAVINGS BANK","Akron","OH","44310","Savings Bank","State","28179","0865674","","",""
"01090","Pittsburgh","Mifflin County Savings Bank","Lewistown","PA","17044","Savings Bank","State","28186","0757779","","",""
"01098","New York","Audubon Savings Bank","Audubon","NJ","08106","Savings Bank","State","28191","0820178","","",""
"01142","Topeka","San Luis Valley Federal Bank","Alamosa","CO","81101","Savings and Loan","Federal","28208","","01142","",""
"01146","Chicago","Jacksonville Savings Bank","Jacksonville","IL","62650","Savings Bank","State","28211","0687474","","",""
"01149","Boston","WINTER HILL FSB","Somerville","MA","02145","Savings Bank","Federal","28213","","01149","",""
"01158","Cincinnati","Warsaw FS and LA","Cincinnati","OH","45205","Savings and Loan","Federal","28217","","01158","",""
"01168","New York","Haddon Savings Bank","Haddon Heights","NJ","08035","Savings Bank","State","28222","1008076","","",""
"01219","Boston","PITTSFIELD COOP BK","Pittsfield","MA","01202","Savings Bank","State","26393","1000276","","",""
"01227","Topeka","Home Savings Bank - Chanute, KS","Chanute","KS","66720","Savings Bank","Federal","28246","","01227","",""
"01245","Seattle","Home Federal Bank","Nampa","ID","83651","Commercial Bank","State","28258","1014077","","",""
"01254","Pittsburgh","ESSA Bank and Trust","Stroudsburg","PA","18360","Savings and Loan","State","28262","","01254","",""
"01260","Cincinnati","CFBank","Fairlawn","OH","44333","Savings and Loan","Federal","28263","","01260","",""
"01265","Seattle","Raymond Federal Bank","Raymond","WA","98577","Savings and Loan","Federal","28266","","01265","",""
"01282","Des Moines","Home Savings Bank","Jefferson City","MO","65102","Savings and Loan","Federal","28276","","01282","",""
"01283","Des Moines","Ozarks Federal Savings and Loan Association","Farmington","MO","63640","Savings and Loan","Federal","28277","","01283","",""
"01292","Atlanta","Fraternity FS and LA","Baltimore","MD","21230","Savings and Loan","Federal","28283","","01292","",""
"01305","Boston","Auburn S and LA","Auburn","ME","04210","Savings and Loan","State","28288","","01305","",""
"01328","Boston","United Bank","West Springfield","MA","01090","Savings Bank","Federal","26486","","17967","",""
"01330","Chicago","Mutual Federal Bank","Chicago","IL","60608","Savings and Loan","Federal","28302","","01330","",""
"01350","Atlanta","Roanoke Rapids Savings Bank, SSB","Roanoke Rapids","NC","27870","Savings Bank","State","28314","0247476","","",""
"01351","Topeka","Rio Grande Sandla","Monte Vista","CO","81144","Savings and Loan","State","28315","","01351","",""
"01355","Dallas","Fidelity Homestead Savings Bank","New Orleans","LA","70170","Savings Bank","State","28316","0255574","","",""
"01384","Des Moines","TCF National Bank","Sioux Falls","SD","57106","Commercial Bank","National","28330","0266271","","",""
"01386","Des Moines","Southern Bank","Poplar Bluff","MO","63901","Commercial Bank","State","28332","0272272","","",""
"01409","Cincinnati","Cincinnati FS and LA","Cincinnati","OH","45247","Savings and Loan","Federal","28346","","01409","",""
"01411","Cincinnati","BELMONT SAVINGS BANK","Bellaire","OH","43906","Savings Bank","State","28348","0072678","","",""
"01412","Cincinnati","Home FS and LA of Niles","Niles","OH","44446","Savings and Loan","Federal","28349","","01412","",""
"01437","New York","OceanFirst Bank","Toms River","NJ","08754","Savings Bank","Federal","28359","","01437","",""
"01441","Dallas","Century Bank","Santa Fe","NM","87501","Commercial Bank","State","28362","0083375","","",""
"01452","Boston","Middlesex Federal Savings, F.A.","Somerville","MA","02144","Savings and Loan","Federal","28368","","01452","",""
"01454","Boston","Rockland S and LA","Rockland","ME","04841","Savings and Loan","State","28369","","01454","",""
"01456","Boston","CAPE COD COOP BK","Yarmouth","MA","02675","Savings Bank","State","26517","0119779","","",""
"01472","New York","Hometown Bank of the Hudson Valley","Walden","NY","12586","Savings and Loan","Federal","28379","","01472","",""
"01473","New York","Adirondack Bank","Utica","NY","13501","Commercial Bank","State","28380","0101671","","",""
"01485","Des Moines","Edward Jones Trust Company","St. Louis","MO","63131","Savings and Loan","Federal","28390","","01485","",""
"01504","New York","Cape Bank","Cape May Court House","NJ","08210","Savings Bank","State","28395","0106377","","",""
"01509","Atlanta","First Palmetto Savings Bank, FSB","Camden","SC","29020","Savings Bank","Federal","28396","","01509","",""
"01519","Chicago","Westbury Bank","West Bend","WI","53095","Savings Bank","Federal","28400","","17893","",""
"01520","Chicago","Eureka Savings Bank","La Salle","IL","61301","Savings Bank","State","28401","0587677","","",""
"01528","Seattle","First FS and LA of Port Angeles","Port Angeles","WA","98362","Savings and Loan","Federal","28405","","01528","",""
"01532","Topeka","Liberty Federal Savings Bank - Enid, OK","Enid","OK","73701","Savings Bank","Federal","28407","","01532","",""
"01538","Dallas","Bank of New Orleans","Metairie","LA","70005","Savings Bank","Federal","28411","","01538","",""
"01567","Chicago","Central Federal Savings and Loan Association","Cicero","IL","60804","Savings and Loan","Federal","28425","","01567","",""
"01611","Chicago","First Federal Savings Bank of Champaign Urbana","Champaign","IL","61820","Savings Bank","Federal","28445","","01611","",""
"01625","Seattle","Timberland Bank","Hoquiam","WA","98550","Savings Bank","State","28453","0294779","","",""
"01626","Seattle","Anchor Mutual Savings Bank","Aberdeen","WA","98520","Savings Bank","State","28454","0349370","","",""
"01638","Chicago","Family Federal Savings of Illinois","Cicero","IL","60804","Savings and Loan","Federal","28462","","01638","",""
"01639","Cincinnati","Liberty Federal Savings Bank","Ironton","OH","45638","Savings Bank","Federal","28463","","01639","",""
"01655","Atlanta","Roxboro Savings Bank, SSB","Roxboro","NC","27573","Savings Bank","State","28471","0472979","","",""
"01669","Indianapolis","Farmers and Mechanics FS and LA","Bloomfield","IN","47424","Savings and Loan","Federal","28478","","01669","",""
"01672","Chicago","Columbia Savings and Loan Association","Milwaukee","WI","53205","Savings and Loan","State","28480","","01672","",""
"01673","Boston","COLONIAL FSB","Quincy","MA","02170","Savings Bank","Federal","28481","","01673","",""
"01691","Seattle","Banner Bank","Walla Walla","WA","99362","Commercial Bank","State","28489","0352772","","",""
"01735","Topeka","Argentine Federal Savings - Kansas City, KS","Kansas City","KS","66106","Savings and Loan","Federal","28507","","01735","",""
"01754","Dallas","TrustTexas Bank, SSB","Cuero","TX","77954","Savings Bank","State","28515","0539872","","",""
"01781","Chicago","Forward Financial Bank, SSB","Marshfield","WI","54449","Savings Bank","State","28530","0313577","","",""
"01784","Indianapolis","FIRST BANK RICHMOND, NA","Richmond","IN","47374","Commercial Bank","National","28533","0419675","","",""
"01806","Topeka","Custer Federal State Bank","Broken Bow","NE","68822","Commercial Bank","State","28543","0481579","","",""
"01830","Cincinnati","HOME CITY FEDERAL SAVINGS B","Springfield","OH","45503","Savings Bank","Federal","28554","","01830","",""
"01834","Cincinnati","THE VALLEY CENTRAL SAVINGS","Reading","OH","45215","Savings Bank","State","28555","0320070","","",""
"01856","Indianapolis","River Valley Financial Bank","Madison","IN","47250","Commercial Bank","State","14714","0322177","","",""
"01861","New York","Roselle Savings Bank","Roselle","NJ","07203","Savings Bank","State","28567","0324274","","",""
"01899","New York","Maple City Savings Bank, FSB","Hornell","NY","14843","Savings Bank","Federal","28585","","01899","",""
"01904","Atlanta","Hamilton Bank","Baltimore","MD","21214","Savings Bank","Federal","28589","","01904","",""
"01910","Indianapolis","STURGIS BANK and TRUST COMPANY, FSB","Sturgis","MI","49091","Savings Bank","State","28593","0366078","","",""
"01925","Seattle","Olympia FS and LA","Olympia","WA","98501","Savings and Loan","Federal","28599","","01925","",""
"01949","Cincinnati","First Federal Savings Bank of Elizabethtown","Elizabethtown","KY","42701","Commercial Bank","State","28610","0368175","","",""
"01950","Chicago","Pulaski Savings Bank","Chicago","IL","60608","Savings Bank","State","28611","0490179","","",""
"01954","Chicago","The Equitable Bank, S.S.B.","Wauwatosa","WI","53226","Savings Bank","State","28614","0336576","","",""
"01993","New York","Delanco Federal Savings Bank","Delanco","NJ","08075","Savings Bank","Federal","28631","","01993","",""
"01997","New York","Clifton Savings Bank","Clifton","NJ","07013","Savings Bank","Federal","28633","","01997","",""
"02004","Topeka","First Federal Savings and Loan Bank","Olathe","KS","66061","Commercial Bank","State","28635","0198073","","",""
"02007","Pittsburgh","Milton Savings Bank","Milton","PA","17847","Savings Bank","Federal","28637","","02007","",""
"02049","Topeka","Fairview Sandla","Fairview","OK","73737","Savings and Loan","Federal","28652","","02049","",""
"02054","New York","Llewellyn-Edison Savings Bank, FSB","West Orange","NJ","07052","Savings Bank","Federal","28655","","02054","",""
"02076","Cincinnati","Brookville Building and Savings Association (The)","Brookville","OH","45309","Savings and Loan","State","28663","","02076","",""
"02078","Seattle","Heritage Bank","St. George","UT","84770","Savings Bank","Federal","28665","","02078","",""
"02091","Indianapolis","Homestead Savings Bank","Albion","MI","49224","Savings Bank","Federal","28667","","18109","",""
"02096","Des Moines","Guaranty Bank","Springfield","MO","65807","Commercial Bank","State","28670","0131173","","",""
"02123","Cincinnati","CONNEAUT SAVINGS BANK","Conneaut","OH","44030","Savings Bank","State","28677","0203575","","",""
"02130","Chicago","North Shore Bank, FSB","Brookfield","WI","53005","Savings Bank","Federal","28679","","02130","",""
"02148","Atlanta","Chesapeake Bank of Maryland","Baltimore","MD","21234","Savings Bank","Federal","28684","","02148","",""
"02165","Des Moines","Heartland Bank","St. Louis","MO","63105","Savings Bank","Federal","28694","","02165","",""
"02179","Pittsburgh","Ambler Savings Bank","Ambler","PA","19002","Savings Bank","State","28701","0206174","","",""
"02186","Cincinnati","Versailles Savings and Loan Company","Versailles","OH","45380","Savings and Loan","State","28703","","02186","",""
"02190","Pittsburgh","First FS and LA of Greene Co","Waynesburg","PA","15370","Savings and Loan","Federal","28706","","02190","",""
"02195","New York","GSL Savings Bank","Guttenberg","NJ","07093","Savings Bank","State","28708","0564678","","",""
"02197","New York","Northfield Bank","Staten Island","NY","10314","Savings and Loan","Federal","28710","","18063","",""
"02201","New York","First Federal Savings of Middletown","Middletown","NY","10940","Savings and Loan","Federal","28712","","02201","",""
"02228","Indianapolis","Kentland FS and LA","Kentland","IN","47951","Savings and Loan","Federal","28722","","02228","",""
"02229","Chicago","First Savings Bank","Danville","IL","61832","Savings Bank","State","28723","0627377","","",""
"02230","Cincinnati","Foundation Bank","Cincinnati","OH","45202","Savings Bank","Federal","28724","","02230","",""
"02246","New York","Glen Rock Savings Bank","Glen Rock","NJ","07452","Savings Bank","State","28729","0147679","","",""
"02253","Topeka","Golden Belt Bank, FSA - Ellis, KS","Ellis","KS","67637","Savings and Loan","Federal","28735","","02253","",""
"02281","Chicago","Hoyne Savings Bank","Chicago","IL","60630","Savings Bank","State","28747","0447070","","",""
"02284","Boston","FIDELITY CO-OP BK","Fitchburg","MA","01420","Savings Bank","State","26451","0933377","","",""
"02311","Dallas","Heartland Bank","Bryant","AR","72022","Commercial Bank","State","28761","0155777","","",""
"02319","New York","Kearny Federal Savings Bank","Kearny","NJ","07032","Savings Bank","Federal","28765","","02319","",""
"02324","Indianapolis","FIRST FSB ANGOLA","Angola","IN","46703","Savings Bank","Federal","28769","","02324","",""
"02335","Chicago","Loomis Federal Savings and Loan Association","Chicago","IL","60638","Savings and Loan","Federal","28774","","02335","",""
"02338","Des Moines","Quarry City Savings and Loan Association","Warrensburg","MO","64093","Savings and Loan","State","28776","","02338","",""
"02343","New York","Somerset Savings Bank, SLA","Bound Brook","NJ","08805","Savings and Loan","State","28778","","02343","",""
"02349","Atlanta","Arundel Federal Savings Bank","Baltimore","MD","21225","Savings Bank","Federal","28780","","02349","",""
"02353","Indianapolis","Liberty Savings Bank, FSB","Whiting","IN","46394","Savings and Loan","Federal","28781","","02353","",""
"02365","New York","Sturdy Savings Bank","Stone Harbor","NJ","08247","Savings Bank","State","28788","0391977","","",""
"02368","Chicago","Superior Savings Bank","Superior","WI","54880","Savings Bank","State","28790","0575375","","",""
"02376","Pittsburgh","Sharon Savings Bank","Darby","PA","19023","Savings Bank","State","28793","0164377","","",""
"02386","Atlanta","Franklin FS and LA of Richmond","Glen Allen","VA","23060","Savings and Loan","Federal","28798","","02386","",""
"02397","New York","Sunnyside Federal Savings and Loan Association of Irvington","Irvington","NY","10533","Savings and Loan","Federal","28805","","02397","",""
"02400","Indianapolis","WEST END SAVINGS BANK","Richmond","IN","47374","Savings Bank","State","28807","0577472","","",""
"02402","Chicago","BankFinancial, F.S.B.","Olympia Fields","IL","60461","Savings Bank","Federal","28808","","02402","",""
"02407","Dallas","Forrest City Bank, NA","Forrest City","AR","72335","Commercial Bank","National","28812","0168571","","",""
"02422","New York","Crest Savings Bank","Wildwood Crest","NJ","08260","Savings Bank","State","28818","0172475","","",""
"02454","New York","Columbia Bank","Fair Lawn","NJ","07410","Savings Bank","Federal","28834","","02454","",""
"02457","Pittsburgh","First FS and LA of Bucks Co","Bristol","PA","19007","Savings and Loan","Federal","28835","","02457","",""
"02458","Pittsburgh","United Savings Bank","Philadelphia","PA","19145","Savings Bank","State","28836","0459372","","",""
"02460","Boston","The Brattleboro Savings and Loan Association","Brattleboro","VT","05301","Savings Bank","State","28837","0580874","","",""
"02470","Chicago","Community Savings Bank","Chicago","IL","60641","Savings Bank","State","28841","0520777","","",""
"02479","Seattle","First FSB of Twin Falls","Twin Falls","ID","83301","Savings Bank","Federal","28845","","02479","",""
"02502","Atlanta","First Piedmont FS and LA of Gaffney","Gaffney","SC","29341","Savings and Loan","Federal","28859","","02502","",""
"02505","Topeka","Century Sandla","Trinidad","CO","81082","Savings and Loan","State","28860","","02505","",""
"02519","New York","Oritani Bank","Township of Washington","NJ","07676","Savings Bank","State","28866","0002376","","",""
"02523","Dallas","Mineola Community Bank, SSB","Mineola","TX","75773","Savings Bank","State","28868","0000279","","",""
"02528","New York","Wallkill Valley Federal Savings and Loan Association","Wallkill","NY","12589","Savings and Loan","Federal","28870","","02528","",""
"02563","Pittsburgh","Fox Chase Bank","Hatboro","PA","19040","Savings Bank","State","28888","0030874","","",""
"02573","New York","Investors Bank","Short Hills","NJ","07078","Savings Bank","State","28892","0035570","","",""
"02578","Indianapolis","SECURITY FSB","Logansport","IN","46947","Savings Bank","Federal","28894","","02578","",""
"02597","Dallas","First Financial Bank","El Dorado","AR","71730","Commercial Bank","State","28905","0048374","","",""
"02601","Pittsburgh","Iron Worker's Savings Bank","Aston","PA","19014","Savings Bank","State","28908","0045775","","",""
"02610","Seattle","Evergreen FS and LA","Grants Pass","OR","97526","Savings and Loan","Federal","28914","","02610","",""
"02611","Indianapolis","Your Community Bank","New Albany","IN","47150","Commercial Bank","State","28915","0054375","","",""
"02620","Indianapolis","WOLVERINE FSandLA","Midland","MI","48640","Savings Bank","Federal","28918","","02620","",""
"02631","Chicago","First Federal Savings Bank","Ottawa","IL","61350","Savings Bank","Federal","28924","","02631","",""
"02632","Chicago","Security Savings Bank","Monmouth","IL","61462","Savings Bank","State","28925","0708379","","",""
"02639","Des Moines","First Missouri Bank","Brookfield","MO","64628","Commercial Bank","State","28930","0710176","","",""
"02644","Cincinnati","PERPETUAL FEDERAL SAVINGS B","Urbana","OH","43078","Savings Bank","Federal","28934","","02644","",""
"02649","Chicago","Harvard Savings Bank","Harvard","IL","60033","Savings Bank","State","28938","0899370","","",""
"02657","New York","Carthage Federal Savings and Loan Association","Carthage","NY","13619","Savings and Loan","Federal","28942","","02657","",""
"02674","Dallas","Amory FS and LA","Amory","MS","38821","Savings and Loan","Federal","28949","","02674","",""
"02692","Indianapolis","First FS and LA of Hammond","Hammond","IN","46320","Savings and Loan","Federal","28961","","02692","",""
"02694","New York","Lincoln Park Savings Bank","Lincoln Park","NJ","07035","Savings Bank","State","28963","0930871","","",""
"02703","Atlanta","Prince George's Federal Savings Bank","Upper Marlboro","MD","20772","Savings Bank","Federal","28969","","02703","",""
"02706","Pittsburgh","Firstrust Savings Bank","Flourtown","PA","19111","Savings Bank","State","26647","0932978","","",""
"02721","Dallas","First Federal Bank","Harrison","AR","72601","Savings and Loan","Federal","28982","","02721","",""
"02722","Chicago","Ladysmith Federal Savings and Loan Association","Ladysmith","WI","54848","Savings and Loan","Federal","28983","","02722","",""
"02731","Des Moines","WCF Financial Bank","Webster City","IA","50595","Savings Bank","Federal","28989","","02731","",""
"02741","Atlanta","Provident Community Bank, National Association","Union","SC","29379","Commercial Bank","National","28997","0937674","","",""
"02753","Cincinnati","First FS and LA","Centerburg","OH","43011","Savings and Loan","Federal","29005","","02753","",""
"02758","Chicago","Liberty Bank for Savings","Chicago","IL","60647","Savings Bank","State","29009","0757377","","",""
"02762","Cincinnati","The Mechanics Bank","Mansfield","OH","44902","Savings Bank","State","29011","0943675","","",""
"02763","Seattle","Heritage Bank","Olympia","WA","98501","Commercial Bank","State","29012","0881478","","",""
"02781","Indianapolis","BEDFORD FSB","Bedford","IN","47421","Savings Bank","Federal","29024","","02781","",""
"02794","Dallas","Teche Federal Bank","New Iberia","LA","70560","Commercial Bank","State","29028","0886174","","",""
"02798","Indianapolis","Ameriana Bank","New Castle","IN","47362","Commercial Bank","State","29031","0700672","","",""
"02808","Pittsburgh","Hancock County Savings Bank, FSB","Chester","WV","26034","Savings Bank","Federal","29035","","02808","",""
"02818","Des Moines","Home Federal Savings Bank","Rochester","MN","55901","Savings and Loan","Federal","29042","","02818","",""
"02825","Des Moines","First Federal Bank, FSB","Kansas City","MO","64120","Savings and Loan","Federal","29047","","02825","",""
"02828","Des Moines","Lake City Federal Bank","Lake City","MN","55041","Savings and Loan","Federal","29049","","02828","",""
"02838","Indianapolis","First Federal Savings Bank","Evansville","IN","47715","Commercial Bank","State","29056","0613679","","",""
"02841","Seattle","First Savings Bank of Renton","Renton","WA","98057","Savings Bank","State","29058","0768074","","",""
"02842","Dallas","Tucumcari FS and LA","Tucumcari","NM","88401","Savings and Loan","Federal","29059","","02842","",""
"02844","Atlanta","Tarboro Savings Bank, SSB","Tarboro","NC","27886","Savings Bank","State","29061","0800479","","",""
"02849","Atlanta","Elberton FS and LA","Elberton","GA","30635","Savings and Loan","Federal","29065","","02849","",""
"02853","Topeka","Del Norte Bank, a Savings and Loan Association","Del Norte","CO","81132","Savings and Loan","State","29066","","02853","",""
"02859","Indianapolis","Monarch Community Bank","Coldwater","MI","49036","Commercial Bank","State","29069","0891673","","",""
"02887","Cincinnati","Athens Federal Community Bank","Athens","TN","37303","Savings and Loan","Federal","29085","","02887","",""
"02889","Dallas","Bank'34","Alamogordo","NM","88310","Savings and Loan","Federal","29087","","02889","",""
"02892","Cincinnati","NEWPORT FEDERAL BANK","Newport","TN","37821","Savings Bank","Federal","29089","","02892","",""
"02893","Cincinnati","First FS and LA","Newark","OH","43055","Savings and Loan","Federal","29090","","02893","",""
"02897","Des Moines","Investors National Bank","Chillicothe","MO","64601","Commercial Bank","National","29093","0809379","","",""
"02945","Chicago","PyraMax Bank, FSB","Greenfield","WI","53220","Savings Bank","Federal","29120","","17954","",""
"02946","Chicago","Union Savings Bank","Freeport","IL","61032","Savings Bank","State","29121","0817477","","",""
"02966","Pittsburgh","3rd Fed Bank","Newtown","PA","18940","Savings Bank","State","29132","0777777","","",""
"02969","Cincinnati","First FS and LA of Van Wert","Van Wert","OH","45891","Savings and Loan","Federal","29135","","02969","",""
"02983","Des Moines","American Federal Bank","Fargo","ND","58102","Savings Bank","Federal","29140","","02983","",""
"02984","Des Moines","Wells Federal Bank","Wells","MN","56097","Commercial Bank","State","29141","0822976","","",""
"02988","Des Moines","Systematic Savings Bank","Springfield","MO","65806","Savings and Loan","State","29143","","02988","",""
"02995","New York","NorthEast Community Bank","New York","NY","10021","Savings Bank","State","29147","0823478","","",""
"03019","Atlanta","First Fsandla of Valdosta","Valdosta","GA","31601","Savings and Loan","Federal","29164","","03019","",""
